     Total   Exclusive  Set shared  Filename
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/GlobalSign_Root_CA.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/GlobalSign_Root_CA_-_R2.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/GlobalSign_Root_CA_-_R3.pem
   4.00KiB     4.00KiB           -  /var/lib/ca-certificates/openssl/GlobalSign_Root_CA_-_R6.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/Go_Daddy_Class_2_CA.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/Go_Daddy_Root_Certificate_Authority_-_G2.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/GTS_Root_R1.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/GTS_Root_R2.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/GTS_Root_R3.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/GTS_Root_R4.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/Hellenic_Academic_and_Research_Institutions_ECC_RootCA_2015.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/Hellenic_Academic_and_Research_Institutions_RootCA_2011.pem
   4.00KiB     4.00KiB           -  /var/lib/ca-certificates/openssl/Hellenic_Academic_and_Research_Institutions_RootCA_2015.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/Hongkong_Post_Root_CA_1.pem
   4.00KiB     4.00KiB           -  /var/lib/ca-certificates/openssl/Hongkong_Post_Root_CA_3.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/IdenTrust_Commercial_Root_CA_1.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/IdenTrust_Public_Sector_Root_CA_1.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/ISRG_Root_X1.pem
   4.00KiB     4.00KiB           -  /var/lib/ca-certificates/openssl/Izenpe.com.pem
   4.00KiB     4.00KiB           -  /var/lib/ca-certificates/openssl/LuxTrust_Global_Root_2.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/Microsec_e-Szigno_Root_CA_2009.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/NetLock_Arany__Class_Gold__F__tan__s__tv__ny.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/Network_Solutions_Certificate_Authority.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/OISTE_WISeKey_Global_Root_GA_CA.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/OISTE_WISeKey_Global_Root_GB_CA.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/OISTE_WISeKey_Global_Root_GC_CA.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/QuoVadis_Root_CA_1_G3.pem
   4.00KiB     4.00KiB           -  /var/lib/ca-certificates/openssl/QuoVadis_Root_CA_2.pem
   4.00KiB     4.00KiB           -  /var/lib/ca-certificates/openssl/QuoVadis_Root_CA.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/QuoVadis_Root_CA_2_G3.pem
   4.00KiB     4.00KiB           -  /var/lib/ca-certificates/openssl/QuoVadis_Root_CA_3.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/QuoVadis_Root_CA_3_G3.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/Secure_Global_CA.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/SecureSign_RootCA11.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/SecureTrust_CA.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/Security_Communication_Root_CA.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/Security_Communication_RootCA2.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/Sonera_Class_2_Root_CA.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/SSL.com_EV_Root_Certification_Authority_ECC.pem
   4.00KiB     4.00KiB           -  /var/lib/ca-certificates/openssl/SSL.com_EV_Root_Certification_Authority_RSA_R2.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/SSL.com_Root_Certification_Authority_ECC.pem
   4.00KiB     4.00KiB           -  /var/lib/ca-certificates/openssl/SSL.com_Root_Certification_Authority_RSA.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/Staat_der_Nederlanden_EV_Root_CA.pem
   4.00KiB     4.00KiB           -  /var/lib/ca-certificates/openssl/Staat_der_Nederlanden_Root_CA_-_G2.pem
   4.00KiB     4.00KiB           -  /var/lib/ca-certificates/openssl/Staat_der_Nederlanden_Root_CA_-_G3.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/Starfield_Class_2_CA.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/Starfield_Root_Certificate_Authority_-_G2.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/Starfield_Services_Root_Certificate_Authority_-_G2.pem
   4.00KiB     4.00KiB           -  /var/lib/ca-certificates/openssl/SwissSign_Gold_CA_-_G2.pem
   4.00KiB     4.00KiB           -  /var/lib/ca-certificates/openssl/SwissSign_Platinum_CA_-_G2.pem
   4.00KiB     4.00KiB           -  /var/lib/ca-certificates/openssl/SwissSign_Silver_CA_-_G2.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/Symantec_Class_1_Public_Primary_Certification_Authority_-_G4.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/Symantec_Class_1_Public_Primary_Certification_Authority_-_G6.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/Symantec_Class_2_Public_Primary_Certification_Authority_-_G4.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/Symantec_Class_2_Public_Primary_Certification_Authority_-_G6.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/SZAFIR_ROOT_CA2.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/Taiwan_GRCA.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/TeliaSonera_Root_CA_v1.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/thawte_Primary_Root_CA.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/thawte_Primary_Root_CA_-_G2.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/thawte_Primary_Root_CA_-_G3.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/TrustCor_ECA-1.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/TrustCor_RootCert_CA-1.pem
   4.00KiB     4.00KiB           -  /var/lib/ca-certificates/openssl/TrustCor_RootCert_CA-2.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/Trustis_FPS_Root_CA.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/T-TeleSec_GlobalRoot_Class_2.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/T-TeleSec_GlobalRoot_Class_3.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/TUBITAK_Kamu_SM_SSL_Kok_Sertifikasi_-_Surum_1.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/TWCA_Global_Root_CA.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/TWCA_Root_Certification_Authority.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/UCA_Extended_Validation_Root.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/UCA_Global_G2_Root.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/USERTrust_ECC_Certification_Authority.pem
   4.00KiB     4.00KiB           -  /var/lib/ca-certificates/openssl/USERTrust_RSA_Certification_Authority.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/Verisign_Class_1_Public_Primary_Certification_Authority_-_G3.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/Verisign_Class_2_Public_Primary_Certification_Authority_-_G3.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/Verisign_Class_3_Public_Primary_Certification_Authority_-_G3.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/VeriSign_Class_3_Public_Primary_Certification_Authority_-_G4.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/VeriSign_Class_3_Public_Primary_Certification_Authority_-_G5.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/VeriSign_Universal_Root_Certification_Authority.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/openssl/XRamp_Global_CA_Root.pem
 116.00KiB   116.00KiB           -  /var/lib/ca-certificates/openssl
   4.00KiB     4.00KiB           -  /var/lib/ca-certificates/pem/ACCVRAIZ1.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/AC_RAIZ_FNMT-RCM.pem
   4.00KiB     4.00KiB           -  /var/lib/ca-certificates/pem/Actalis_Authentication_Root_CA.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/AddTrust_External_Root.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/AffirmTrust_Commercial.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/AffirmTrust_Networking.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/AffirmTrust_Premium.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/AffirmTrust_Premium_ECC.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/Amazon_Root_CA_1.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/Amazon_Root_CA_2.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/Amazon_Root_CA_3.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/Amazon_Root_CA_4.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/Atos_TrustedRoot_2011.pem
   4.00KiB     4.00KiB           -  /var/lib/ca-certificates/pem/Autoridad_de_Certificacion_Firmaprofesional_CIF_A62634068.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/Baltimore_CyberTrust_Root.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/Buypass_Class_2_Root_CA.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/Buypass_Class_3_Root_CA.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/CA_Disig_Root_R2.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/Certigna.pem
   4.00KiB     4.00KiB           -  /var/lib/ca-certificates/pem/Certigna_Root_CA.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/certSIGN_ROOT_CA.pem
   4.00KiB     4.00KiB           -  /var/lib/ca-certificates/pem/Certum_Trusted_Network_CA_2.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/Certum_Trusted_Network_CA.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/CFCA_EV_ROOT.pem
   4.00KiB     4.00KiB           -  /var/lib/ca-certificates/pem/Chambers_of_Commerce_Root_-_2008.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/Comodo_AAA_Services_root.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/COMODO_Certification_Authority.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/COMODO_ECC_Certification_Authority.pem
   4.00KiB     4.00KiB           -  /var/lib/ca-certificates/pem/COMODO_RSA_Certification_Authority.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/Cybertrust_Global_Root.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/DigiCert_Assured_ID_Root_CA.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/DigiCert_Assured_ID_Root_G2.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/DigiCert_Assured_ID_Root_G3.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/DigiCert_Global_Root_CA.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/DigiCert_Global_Root_G2.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/DigiCert_Global_Root_G3.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/DigiCert_High_Assurance_EV_Root_CA.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/DigiCert_Trusted_Root_G4.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/DST_Root_CA_X3.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/D-TRUST_Root_Class_3_CA_2_2009.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/D-TRUST_Root_Class_3_CA_2_EV_2009.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/EC-ACC.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/EE_Certification_Centre_Root_CA.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/emSign_ECC_Root_CA_-_C3.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/emSign_ECC_Root_CA_-_G3.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/emSign_Root_CA_-_C1.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/emSign_Root_CA_-_G1.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/Entrust.net_Premium_2048_Secure_Server_CA.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/Entrust_Root_Certification_Authority.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/Entrust_Root_Certification_Authority_-_EC1.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/Entrust_Root_Certification_Authority_-_G2.pem
   4.00KiB     4.00KiB           -  /var/lib/ca-certificates/pem/Entrust_Root_Certification_Authority_-_G4.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/ePKI_Root_Certification_Authority.pem
   4.00KiB     4.00KiB           -  /var/lib/ca-certificates/pem/E-Tugra_Certification_Authority.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/GDCA_TrustAUTH_R5_ROOT.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/GeoTrust_Global_CA.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/GeoTrust_Primary_Certification_Authority.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/GeoTrust_Primary_Certification_Authority_-_G2.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/GeoTrust_Primary_Certification_Authority_-_G3.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/GeoTrust_Universal_CA.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/GeoTrust_Universal_CA_2.pem
   4.00KiB     4.00KiB           -  /var/lib/ca-certificates/pem/Global_Chambersign_Root_-_2008.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/GlobalSign_ECC_Root_CA_-_R4.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/GlobalSign_ECC_Root_CA_-_R5.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/GlobalSign_Root_CA.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/GlobalSign_Root_CA_-_R2.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/GlobalSign_Root_CA_-_R3.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/GlobalSign_Root_CA_-_R6.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/Go_Daddy_Class_2_CA.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/Go_Daddy_Root_Certificate_Authority_-_G2.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/GTS_Root_R1.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/GTS_Root_R2.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/GTS_Root_R3.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/GTS_Root_R4.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/Hellenic_Academic_and_Research_Institutions_ECC_RootCA_2015.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/Hellenic_Academic_and_Research_Institutions_RootCA_2011.pem
   4.00KiB     4.00KiB           -  /var/lib/ca-certificates/pem/Hellenic_Academic_and_Research_Institutions_RootCA_2015.pem
     0.00B       0.00B           -  /var/lib/ca-certificates/pem/Hongkong_Post_Root_CA_1.pem
   4.00KiB     4.00KiB           -  /var/lib/ca-certificates/pem/Hongkong_Post_Root_CA_3.pem
